"LOCATION","Country","VAR","Variable","ISIC4","ISIC4","SRC","Source","SCL","Size Class","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.009,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.009,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.008,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.008,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.01,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.011,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.011,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.011,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.012,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.012,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.013,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.015,"B","Break"
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.016,,
"EST","Estonia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.012,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.005,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.007,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.008,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.008,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.005,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.006,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.007,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.006,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.007,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.007,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.008,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.008,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.008,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.009,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.01,,
"LVA","Latvia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.007,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.004,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.004,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.005,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.005,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.004,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.004,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.005,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.005,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.006,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.006,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.007,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.008,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.009,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.01,"B","Break"
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.011,,
"LTU","Lithuania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.01,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.015,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.013,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.015,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.016,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.016,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.018,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.018,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.02,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.023,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.026,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.025,,
"MLT","Malta","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.016,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","RON","Romanian Leu","6","Millions",,,0.014,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","RON","Romanian Leu","6","Millions",,,0.016,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","RON","Romanian Leu","6","Millions",,,0.019,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","RON","Romanian Leu","6","Millions",,,0.028,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","RON","Romanian Leu","6","Millions",,,0.023,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","RON","Romanian Leu","6","Millions",,,0.021,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","RON","Romanian Leu","6","Millions",,,0.022,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","RON","Romanian Leu","6","Millions",,,0.021,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","RON","Romanian Leu","6","Millions",,,0.02,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","RON","Romanian Leu","6","Millions",,,0.026,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","RON","Romanian Leu","6","Millions",,,0.03,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","RON","Romanian Leu","6","Millions",,,0.035,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","RON","Romanian Leu","6","Millions",,,0.039,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","RON","Romanian Leu","6","Millions",,,0.046,"B","Break"
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","RON","Romanian Leu","6","Millions",,,0.058,,
"ROU","Romania","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","RON","Romanian Leu","6","Millions",,,0.039,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.014,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.014,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.017,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.018,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.016,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.016,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.017,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.017,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.016,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.017,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.018,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.019,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.02,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.021,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.022,,
"SVN","Slovenia","VAPE","Labour productivity, national currency","55_56","Accommodation and food service activities","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.017,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.089,"D","Difference in methodology"
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.088,"D","Difference in methodology"
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.088,"D","Difference in methodology"
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.084,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.083,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.082,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.084,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.081,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.084,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.086,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.089,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.09,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.089,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.092,"B","Break"
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.094,,
"AUT","Austria","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.093,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","EUR","Euro","6","Millions",,,0.109,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","EUR","Euro","6","Millions",,,0.113,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","EUR","Euro","6","Millions",,,0.109,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","EUR","Euro","6","Millions",,,0.108,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","EUR","Euro","6","Millions",,,0.106,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","EUR","Euro","6","Millions",,,0.112,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","EUR","Euro","6","Millions",,,0.111,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","EUR","Euro","6","Millions",,,0.115,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","EUR","Euro","6","Millions",,,0.11,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","EUR","Euro","6","Millions",,,0.112,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","EUR","Euro","6","Millions",,,0.117,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","EUR","Euro","6","Millions",,,0.115,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","EUR","Euro","6","Millions",,,0.114,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","EUR","Euro","6","Millions",,,0.112,"B","Break"
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","EUR","Euro","6","Millions",,,0.119,,
"BEL","Belgium","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","EUR","Euro","6","Millions",,,0.119,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","CZK","Czech Koruna","6","Millions",,,1.354,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","CZK","Czech Koruna","6","Millions",,,1.424,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","CZK","Czech Koruna","6","Millions",,,1.451,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","CZK","Czech Koruna","6","Millions",,,1.437,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2009","2009","CZK","Czech Koruna","6","Millions",,,1.358,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2010","2010","CZK","Czech Koruna","6","Millions",,,1.331,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2011","2011","CZK","Czech Koruna","6","Millions",,,1.312,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2012","2012","CZK","Czech Koruna","6","Millions",,,1.273,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2013","2013","CZK","Czech Koruna","6","Millions",,,1.231,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2014","2014","CZK","Czech Koruna","6","Millions",,,1.269,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2015","2015","CZK","Czech Koruna","6","Millions",,,1.311,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2016","2016","CZK","Czech Koruna","6","Millions",,,1.287,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2017","2017","CZK","Czech Koruna","6","Millions",,,1.326,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2018","2018","CZK","Czech Koruna","6","Millions",,,1.404,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2019","2019","CZK","Czech Koruna","6","Millions",,,1.505,,
"CZE","Czech Republic","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2020","2020","CZK","Czech Koruna","6","Millions",,,1.561,,
"DNK","Denmark","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2005","2005","DKK","Danish Krone","6","Millions",,,0.56,,
"DNK","Denmark","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2006","2006","DKK","Danish Krone","6","Millions",,,0.577,,
"DNK","Denmark","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2007","2007","DKK","Danish Krone","6","Millions",,,0.61,,
"DNK","Denmark","VAPE","Labour productivity, national currency","58_63","Information and communication","SSIS","Structural Statistics of Industry and Services","TOTAL","Total","2008","2008","DKK","Danish Krone","6","Millions",,,0.685,,
